status,content
2,Hình ảnh chỉ mang tính chất nhận xu. Áo đẹp vãi cx ok. Giáo hàng nhanh nx chứ. Ah shipper dễ thương. Lần sau sẽ ủng hộ típ
1,"Áo như hình nhưng chất xấu, mỏng, rẻ hợp giá tiền, shop phục vụ khá tốt"
2,nhận hàng rất vừa ý ạ sẽ ủng hộ thêm ạ 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🥰🥰🥰😍🥰😍😍
2,"Áo giá rẻ mà chất lượng nha mn ,túi zip hịn đáng tiền ủng hộ shop dài 👏😍"
1,"Giao hàng hơi lâu xíu, áo đẹp lắm ạ, đóng gói cẩn thận, vải hơi mỏng k được như trong hình"
1,Hình ảnh và video không liên quan nhưng áo đẹp oke mùi hơi khó chịu nhưng mặc lên rất oke nên mua nhé mọi người
2,Áo hợp lý với giá tiền tình in đẹp ờm nói chung là ok hợ lý đáng mua
2,áo tốt em chỉ kiếm su nhé
2,"Đỉnh thực sự luôn. . Kết nhất dáng áo rộng, mặc cực kỳ thoải mái, giá rẻ quá, chưa đến cả 50k, chất áo mịn mặc khác mát. Rất đáng mua nha mọi người. ____________________. . ____________________. . Cảm ơn shop nhiều nha !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!.............."
2,Chất lượng áo tốt mặc lên mát mình rất thích áo này giặt ko bị bong sơn nói chung là ưng ý rất ưng ý lêu lêu lêu lêu lêu lêu
2,"Vừa khui hàng xong là Feeback liền đây nè .. . Em bất ngờ cực kỳ, áo rẻ mà đẹp quá, ko nghĩ áo có 50k mà đẹp vậy luôn, chất vải mặc mát, mặc mùa hè siêu ưng, Shop gói hàng rất cẩn thận, đóng 2 lần túi.. . Shop uy tín, nên mua. Cảm ơn shop ạ. ...........................................................,,,,"
2,Hàng rất thích những người bảo thủ và không thể thiếu trong cuộc sống của mình là người lớn tuổi hơn mình thì mình cũng nên
2,"Áo đẹp lắm nha shoppppppppppppp. . Áo tay lỡ form rộng cực kỳ. Giá siêu rẻ săn sale dc 49k thui, còn dc miễn ship nữa, quá đỉh . . luôn. Ảnh chụp hơi vội nha. Shop uy tínnnnn. _______________________. _______________________. . _______________________. _______________________. . _______________________"
2,"Vải mịn, mặc mát nha. Áo tay lỡ mặc thoải mái. . Shop rất là nhiệu tình, có cả thư cảm ơn và có cả mã giảm giá 30k cho đơn tiếp theo. . . Rất là hài lòng luôn sẽ ủng hộ shop lâu dài ạ . . Áo đẹpppppp. . ----------------------------------------------------------. . _____________________________________________"
2,Áo siu siu siu siu đẹp lun. Đã mua nhiều áo của shop mẫu nào cũng ưng. Siêu thích áo của shop chỉ muốn mua hết các mẫu về mặc Shop thì rất thân thiện còn gửi kèm cả tờ giấy hướng dẫn siêu đáng yêu. Chắc chắn sẽ ủng hộ shop tiếp.. . >>>>>>>>>>>>>>>>>>>>>>>>. >>>>>>>>>>>>>>>>>>>>>>>>. . >>>>>>>>>>>>>>>>>>>
2,Hàng đẹp áo chất xinh lắm ạ shiper cute nhiệt tình yêu shop ghé shop nhiều ạ
2,Cùng khu nên giao hàng siêu nhanh. Ưng ý. Chất ưng. Form ưng. 5 sao. Nên mua. Sau sẽ ủng hộ tiếp ạ. . Thank Shopppppppppppppppppppppppppppppppppp. . ----------------------------------------------------------------------------------------------------------------------------------------------------------------
1,"Áo vải tốt, nhưng rất nhỏ so với mong đợi, bn nào m65 muốn mặc thoải mái thì nên cân nhắc"
2,"Chất áo khá đẹp, Form áo rộng mặc thoải mái nha. Nói chung là giá thành thế này là quá rẻ rồi, áo rất đẹp so với giá nha chị em, em làm luôn 3c về mặc thay đổi, mùa hè rồi mà. . . Sẽ ủng hộ thêm shop mình sau nha. . . Cảm ơn Shop nhiều nha ........................!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
1,"Đồ đẹp lắm mn nên mua nhưng mỗi tội là hơi ngắn, vải CX ko ưng cho lắm"
2,"Chất vải mặc mát lắm nha, Form áo đẹp, thích nhất cái dáng áo rộng. Mãi mới tìm dc cái Shop áo giá cả hợp lý, rẻ mà chất lượng lại ok thế này. Cảm ơn Shop nhiều nha. . Thank youuuuuuuuuuuuuuuuu. __________________________. __________________________. __________________________. ___________________________"
2,"Giá rẻ, Áo cũng khá ok ạ!!!!!🥰🥰 hình ảnh nhận xu thui nha mn thông cảm ạ."
2,"Vảii mịn, mặc mát nha. Áo tay lỡ mặc thoải mái.. . Shop rất là nhiệu tình, có cả thư cảm ơn và có cả mã giảm giá 30k cho đơn tiếp theo. . . Rất là hài lòng luôn sẽ ủng hộ shop lâu dài ạ . . . Áo đẹppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp"
2,"Áo trắng chất dày dặn nhé. Cầm nặng chắc tay ,ít chỉ thừa . Đường may đẹp, hình in rất chắc chắn. Lưu ý các bạn nên xem tờ shop gửi để giặt đồ nhé tránh bong chóc . . Thank Shop nhaaaaaaaaaaaaaaaaaaaaaaaaa. . ________________________________________________________________________________________________"
2,Áo đẹp.đang dịch mà shop vẫn giao hàng nhanh. Sẽ ủng hộ shop...
1,Áo khá đẹp .nhưng from áo hơi nhỏ shop đề dài 72cm nhưng e đo chỉ đc tầm 67cm. E mặc hơi chật. Mặc lên ng hơi nóng. Áo đúg hình . Đặt hôm trc hôm sau là có ròi
2,Trước mình mua shop khác rẻ hơn 10k mà chất xấu kinh khủng.  mua của shop đắt hơn chút xíu mà chất quá đẹp luôn. đáng đồng tiền sẽ ủng hộ shop nữa nha
2,Phông nhà tui sẵn hàng chất đẹp hơn giá tiền gấp mấy lần luôn ạ. giá sale: #45k
2,"sHop giao hàng đầy đủ... A shiper cx thân thiện nx, mình thấy mn review tốt nên mua và thấy sp cx đẹp..chưa mặc thử nên cx kh bt sao mà chất thấy cx đc"
2,"Quá ưng luôn.đóng gói cẩn thận.Giao hàng nhanh Chất vải 👌 hơn cả mong đợi 😍.  chất áo dày dặn rất đáng mua , với giá tiền vậy thì áo quá sịn luôn,sẽ ủng hộ shop tiếp"
0,"Áo mỏng kinh khủng chất xấu,ko hiểu sao thấy mọi người cmt chất đẹp nên mua thử ai ngờ mua về như rẻ rách"
1,Úi sp đẹp lắm mặc vô có vẻ ok nhưng với bguwoif da đen như mình mặc vô dìm da vclon
2,Áo đẹp cực kỳ ý . Ưng ý. Chất ưng. Form ưng. 5 sao. Nên mua. Sau sẽ ủng hộ tiếp ạ. . Thank Shopppppppppppppppppppppppppppppppppp. . ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1,Áo đẹp shop đóng gói cản thận vải hơi mỏng 1 chút phần cổ áo mặc lên k đúng form lắm nói chung với giá này vẫn nên mua nha mng
1,Hình ảnh và video mang tc nhận xu. Vải có vẻ hơi nóng. Đẹppppppppp
1,"Hành giao nhanh , vải mát mịn hình in hơi nhạt nhưng ổn , vải hơi mỏng nhưng đc ok , đóng gói đẹp nói chung là tuyệt vời"
2,Hàng gioongd hình . Chất vải ok . Hình ảnh mang tính chất nhận xu. Ủng hộ shop
1,Áo shop rất đẹp giao hàng rất nhanh vải mình thấy hơi mỏng nhưng rất đáng tiền
2,Áo chất vải đẹp nhaaa. Rất ổn đấy. Mình cao m53 47kg mặc thoải mái❤️❤️❤️❤️❤️❤️
1,"Shop giao hàng nhanh, đặt hôm trước hôm sau có rồi. Áo có ít chỉ thừa vải sờ ổn. Nói chung là tiền nào của nấy nên vẫn cho 5* 👍👍"
2,"Áo đẹp lắm luôn, giao hàng nhanh, shop tư vấn nhiệt tình, vải cũng rất dày đẹp còn có thư cảm ơn nữa  sẽ ủng hộ shop tiếp ạ"
2,"áo đỉnh lắm ý, shop nói chuyện cũng dễ thương nữa, giá rẻ mà k ngờ lại ưng cực kì, đặt 2 áo cả 2 đều xinh, áo đen hơi nhỏ so với áo trang nhưng mình tầm 1m6 vẫn chùm qua mông nhiều, mặc lên đẹp, ncl oke sẽ ủng hộ tiếp"
2,"sHop giao hàng đầy đủ... A shiper cx thân thiện nx, mình thấy mn review tốt nên mua và thấy sp cx đẹp..chưa mặc thử nên cx kh bt sao mà chất thấy cx đc"
2,Chất đẹp ok chưa mặc thử nên k biết dài rộng ntn. Giao hàng nhanh
1,Áo rẻ giao hàng nhanh nhưng áo hơi mỏng hình in cx ko đậm như hình nói chung vs giá này thì nên mua ạ
0,Khoq giống trong hình vải mỏng hơi thất vọng tý nma tiền nào của đấy :)))
1,"Áo đẹp, chất hơi nóng, phù hợp giá tiền, shop đóng gói cẩn thận"
1,Có có một vàu chỗ dơ í ạ shop nên cẩn thận nhé . Được tặng mã giảm giá vui quá ship hơi lâuu
2,"Form áo đẹp lắm ạ, shop tặng thêm voucher giảm 30k cho đơn hàng tiếp theo nữa, đóng gói đẹp và chắc, chất vải có trên video của mình r. Mình thấy ổn lắm mn mua ủng hộ shop nha!"
2,Tiền nào của đấy thôi mọi người ạ . Mặc nhà cho mát thì được nhaaa mọi người . Hình ảnh mang tinh chất nhận xu ạ :v
2,"Lần đầu mua ở shop cảm thấy shop chu đáo, nhiệt tình. Sp đc gói cẩn thận, giao hàng lại nhanh. Hàng chất lượng sẽ tiếp tục ủng hộ shop"
0,Vải quá mỏng mình thật sự rất thất vọng áo không rộng và hình in cũng mờ nói chung không có gì và hàng giao chậm
2,Áo oke. Đẹp. Giá đi đôi chất lượng. Free style thì đẹp. Ai muốn mặc chuẩn form thì k nên mua. :)))))
1,In chữ khá mờ. Còn lại chất lượng. Hdhdhdhdhdhjdjdnndncbbcncncnxc
2,Bình nước siu đáng mua luôn nhaaa . Tiền nào của nấy ạ. So sánh với cái bình 80k thấy khác biệt lun 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
2,"Bình khá to , siêu đẹp , nhận dc và dùng luôn, từ lúc dùng đến giờ là 3h rồi nước vẫn nóng lắm luôn , rất ưng"
2,"giao đã nhanh, hàng lại còn đẹp với đúng mẫu, chăc chắn phải cho 5 sao rồi kk"
2,"Thật sự là quá ưng luôn á, mê luôn. Nhìn sang mà đẹp nữa, cực đáng mua luôn á, chưa thử giữ nhiệt nên chưa biết, nhưng rất chắc chắn luôn á"
2,"Giao hàng nhanh, đóng gói cẩn thận, chắc chắn. Cầm chắc tay. Nên muaaaaaa"
2,Giao hàng nhanh lắm ạ dù đang dịch bệnh. Sản phẩm chất lượnggg
2,Hình ảnh mang tính chất nhận xú
2,Sản phẩm ok hình ảnh mang tính chất nhận xu.. . Sản phẩm ok hình ảnh mang tính chất nhận xu hehe
2,"Hàng đóng gói cẩn thận , chắc chắn , giá rẻ nhưng chất lượng k hề rẻ chút nào , máy chạy rất ok luôn . Mọi người nên mua nha"
2,sp ok ok ok ok ok ok ok kk ok ok   zzzzzzzzzzzzzzzzzzzzzzzzzzzzz
2,Ok chưa dùng thử nên chưa biết chất lượng con hàng giao thì nhiệt tình
2,"Hình ảnh mang tính chất nhận xu, đã mua loại máy xay này đến lần thứ 5, mua hộ cho hàng xóm, máy dùng ok"
2,Sản phẩm giống như hình chất lượng ok ạ đóng gói cẩn thận shipper thân thiện
2,"Mua lần thứ n ở shop, một lần mình mua 2,3 máy lận, vì dùng rất ok luôn"
2,1000000990990000000000000000000000000 điểm 
2,Máy say giống như mô tả đẹp chắc chắn phù hợp với giá tiền ổn giao hàng nhanh
2,"Đã nhận đc hàng kb sử dụng sẽ thế nào, đóng gói cẩn thận đủ phụ kiện"
1,"Shop cbj hàng hơi lâu ,giao nhanh ,mong rằng dùng đc bền"
2,"Shop đóng gói hàng cẩn thận, sản phẩm dùng ok ạ. Hình ảnh chỉ mang tính chất nhận xu."
2,Shop giao hàng nhanh. Chưa sử dụng nên chưa biết thế nào. Cầm khá chắc chắn
2,Máy sd khá ok nên mua nhé mn 🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭
2,"Sản phẩm oke , gói hàng cẩn thận , đáng tiền. Hình ảnh và video chỉ mang tính chất nhận xu"
2,"Đã nhận được hàng, hàng nhìn có vẻ ok chưa sử dụng nên chưa biết thế nào"
1,Hình ảnh chỉ mang tính nhận xu.máy xay tốt.shop đóng hàng sơ sài.cối xay bị bóp méo.hơi buồn xíu
1,Sản phẩm ok sài 5 phút thấy hơi bị nóng và rớt bụi than trong motor ra ! Nhìn chung ổn so với giá
2,"Chất lượng tốt, sẽ ủng hộ shop dài hình ảnh và video chỉ mang tính chất nhận xu"
1,"Video klq , đặt 2 giao thiếu 1c nhưng sh đã ck trả tiền nên cũng ok 😊😊😊😊😊"
2,"Giao hàng nhanh ,máy chạy lần đầu thấy ok ,shop phục vụ nhiệt tình sẽ mua lại lần sau"
2,Sản phẩm chất lượng. Video và hình ảnh mang tính chất nhận xu..
2,Hàbg ok nhá say nhiễm lắm. Mà máy chạy mạnh quá xuất sắc luôn. 10đ
2,"Shop giao hàng siêu nhanh, máy dùng ổn áp, mọi người nên mua nhaaaa"
2,"Máy xay ổn áp, vừa tiền, m chưa said nhưng cầm khá chắc tay nha, k quá ọp ẹp. nên mua"
2,"Chất lượng tuyệt vời mn nên mua nha, giao hàng khá nhanh cho shop 5* "
2,"Chất lượng phù hợp với giá tiền, mua ok nhé!  Mình đã mua 1 lần thấy dùng dc ạ!"
1,Ngon bổ rẻ xay ok mỗi tội tiếng nghe hơi to nhưng tiền ít thì thế là ổn rồi
2,Sản phẩm đúng y hình ko trầy xước bọc hàng rất cẩn thận . mủngình sẽ mua hộ shop nhiều 👍👌👍👌👌👌👌😆😆😆 ooi
2,Hình ảnh k lq nhưng máy dùng thích lắm ạ. Cảm ơn shop nhiều nhé hhhh
2,Mua 4 máy cho ace trong nhà. Chưa có dịp sử dụng tới nhiều. Giá cả okie
2,"Máy xay ok , đẹp, chắc chắn. Xay khoẻ. Đóng gói đẹp. Abc anc acb"
2,Đóng gói cẩn thận. Chuea dùng nên mình chưa nhận xét về sản phẩm..
2,"Hình ảnh chỉ mang tính chất nhận xu,hàng tốt với lại rẻ nên cũng không đòi hỏi gì nhiều......trúng đợt sale nên rẻ nha mọi người"
2,"Giao hàng nhanh, đóng gói hàng cẩn thận đẹp. Nhân viên giao hàng nhiệt tình, phục vụ tốt. Sản phẩm chất lượng, ok"
2,Giao hàng nhanh đóng gói chắc chắn chưa sd nên ch biết mogn là bền
1,Ngon máy say tốt rấtvok ngon lắm luôn bhag em hahaa ns chung quá ổn luôn á. Ngon quá ngon
2,"giao hàng nhanh, máy cầm nặng tay, máy xay êm, lưỡi dao hơi mỏng chưa xay thử nên k biết xay nhuyễn đến mức nào, nên mua ủng hộ nha"
2,"Giao hàng nhanh, đầy đủ. Máy dùng tốt, cần dùng thêm một tg xem sao"
2,"máy say rất tốt nha , tốc độ quay của motor cao , lưỡi dao bén , xay rất nhuyển luôn , khuyên ace đừng xay nhiều lần máy sẽ nóng và motor ko quay được , khi xay phải có khoảng nghỉ tạm thời cho máy để máy dùng đc lâu hơn"
1,"Máy tốt, vỏ inox mỏng nhẹ, hợp với giá tiền. . Giao hàng quá lâu, mong shop lưu ý đvvc vì thùng hàng quá móp méo. Nhận hàng sợ bị hỏng lười đổi trả may mà máy k sao....."
2,Giao hàng nhanh.sản phẩm y hình.đóng gói chắc chắn.mới đặt tối hôm kia hôm nay đã nhận đc hàng rồi ạ.nên mua nha mn 
2,Máy ok lắm nha mọi người với giá này thì quá ok ròi ( ảnh chỉ mang tchat nhận xu )
2,Mình đã say thử thấy khá ok nen mua. 
2,"Shop nhiệt tình, hàng chất lượng và đẹp, rất đáng tiền bỏ ra"
0,Máy say về lần đầu mình thử say cua không được. Lần 2 mình thái thịt miếng nhỏ ra r say. Ấn một lúc r ngừng r ấn. Được tầm 1 phút là máy ngắt bốc khói tùm lum. Ngắt không dùng lại được nữa
2,"Sản phẩm nhẹ, nho nhỏ dể dùng. Xay thịt cỡ 2 phút là nhuyễn luôn... đấy là mình xay thịt nạc có cả mỡ, da và hành tây. Máy chạy khá là êm, mạnh. Có mỗi tội là nó dể nóng ở cái đầu motor xoay ấy nhưng cũng không đáng kể, shop giao thiếu 1 cái bao bọc lưỡi dao nhưng ko sao... bù lại mọi thứ ok..."
2,sp tốt nênn mua cho em xin với ạ bị tớ một thùng nhé vì c ko mang đt lúc nào về v à k co lon roi do tai nạn giao thông làm cả phần tự luận nữa à cô cho em bao h mày chêu đc tao đâu mày lại buồn ị buồn ngủ buồn tè le êm ái và hp bên gia đình mẹ cha cha cha cha cha
1,"Sản phẩm oki đế nhẹ nhưng sử dụng okiiii , đóng gói sơ sài ,máy xay êm. Cho shop 4 sao vì đóng gói sơ xài"
2,Shop giao hàng nhanh. Chưa thử k biết có dùng lâu dài k cho shop 5* nhed tks bcjdjjdjdjd
2,"Máy xay rất ok, giao hàng nhanh shipper thân thiện nữa 😅hình ảnh mang tính chất minh hoạ 😆😆"
2,Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn
2,Giao hàng nhanh phụ kiện đầy đủ độ ben cần thời gian
2,Mưa gió mà hàng hoá ngập nhà nên e lại đi gửi bớt cho đỡ chật . . . Khẩu trang #KF94 AN TÂM siêu vip chuẩn công ty hàng 4 lớp xuất hàn. . Loại này ai dùng rồi cũng khen ạ . . Giá #67k/sét 5 gói(50c). #329k/ thùng (30 gói)/mỗi gói 10 chiếc(thùng 300 chiếc). . Giá tại công ty lên sát giá e bán luôn rồi nhưng
2,"Ưng cái máy xay thịt này nhất, chưa biết có bền hay không. . Tiếng xay không quá ồn, có 2 chế độ xay, lưỡi dao được bảo vệ tốt. . Cảm ơn shop."
2,Thấy xay rất ok mà k biết có bền không đóng góichacws chắn . Lừowif chụp ảnh ;((
1,"Giao hàng Nhanh, zoong hơi cong mép, lưỡi dao hoi mỏng.    ☪"
2,Ổn áp xang xịn mịn kh biết bền kh cái mã thì ổn áp r đấy mọi người quý vị ạ 
2,"Chưa dùng nhưng cắm điện thử thì moto đã hoạt động, sẽ nhận xét thêm khi trải nghiệm"
2,"May xịn xò rất đáng tiền ạ. Chưa dùng nhưng thấy chắc chắn, đúng mẫu và an toàn. Hi vọng không hư hỏng gì. Gửi cũng rất nhanh"
2,"Sp tốt, giá rẻ, lưỡi dao khá sắc 🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪"
2,"De su dung, shop gởi hàng nhanh , gói hàng cẩn thận 5 sao okkkkkkk"
2,"Hình ảnh không liên quan cho lắm nhưng mà máy say mua chất lượg lắm ạ, đáng tiền mua , show còn bọc 2 lớp rất ưng ý"
1,Giao hàng nhanh. Bọc hàng xơ xài. Đầy đủ phụ kiện. Mới thì thấy ổn. Chưa dùng nên chưa biết
2,"hình ảnh hong liên quan nhớ, máy khá ok, mạnh nhưng mà hong nhỏ lắm hic"
1,Đặt hàng hộ c gái nên k biết có tốt k còn chưa say thử c gái chưa lấy máy.1 cái mở ra hơi bị xước kiểu cũ cũ nhưng k muốn hoàn hàng mong là say tốt.
1,Máy chạy mạnh nhưng lúc bỏ đồ ăn vào xay 1 lúc thì nóng máy .đứng luôn.xay đc 1 lần rồi k xay đc nữa.tiền nào của đó.lười trả máy h lấy cối đựng đồ thôi
0,Mua 2 máy. Dùng luôn thì ms đk 1 lúc đã nóng xong đợi 10’ bật lại thì máy k chạy nữa. Cả 2 máy 😢
2,Giao hàng nhanh. Máy dùng ok. Dnndnđnndndndndndndndndnxnxndndndndnđndn
1,"Máy mạnh chạy tốt mà gì mk thấy vậy mua thịt về xay làm riêu, mà chơi hẳn nữa kí thịt xay một lần luôn nên máy nó k chạy được nữa đành đem đi sửa"
1,":v máy rẻ , do dịch nên giao hơi chậm tí nhưng không sao, về chất lượng thì dùng lâu mới biết được"
2,"Sp okie nhá, chưa SD nên chưa pit xài bền ko,6yyyyyyyyyyuuuuuu"
1,"Máy cứng cáp , đóng gói hàng ok tuy nhiên giao hàng quá lâu chắc do ảnh hưởng dịch"
2,"hình ảnh mang tính chất minh hoạ. Máy xay too, mẹ mình khen xay rất thích, nhanh, 4 lưỡi ah. okeee"
2,hang dep chat luong tot lan sau ung ho shop tiep 
1,"Do dịch nên giao hàng hơi lâu, nhưng sp thì chất lượng đáng tiền mua. ( ảnh chỉ mang tính chất nhận xu)"
2,Chất lượng sản phẩm tuyệt vời đóng gói hành tốt giao hàng nhanh . Sẽ ung họ shop
2,Máy say tốt thật sự nha mn. Mình đem ra say thấy ổn cực nha. Mn nên mua đó
